assunto;relato
Tráfico de drogas/Armas;Tó recebendo uma denúncia. O problema é o Morro da Mangueira, que liga o Bairro São Cristóvão. Os criminosos estão funcionando os pontos de vendas de drogas todos os dias. A tarde, a noite e de madrugada toda. Montaram uma barraca feita de lona de plástico, amarrada no pau. Em cima dessa área de mata, tem a parte do corredor da escada, tem várias residências que estão fazendo beco. Estão funcionando 24 horas agora. São menores e outros são maiores. Todos são moradores e outros são do Tuiuti. Várias vezes entraram armados e usam rádio transmissores e quantidades de drogas. Fazem parte da mesma facção, o comando vermelho. E disfarçam pra poder enganar os policiais. Tá faltando segurança reforçada e até agora nada.
Tráfico de drogas/Armas;Caminhão acaba de entrar na favela do sapinho no Gramacho com caixas de som para o baile que acontece toda sexta com pagamento de propina ao 15 batalhão
Tráfico de drogas/Armas;Na esquina da rua barão de Petrópolis com rua gumercindo bessa há um falso ponto de mototáxi onde ficam bandidos. Há também o trailer onde fica o Jair braço direito do Botafogo, traficante da torre. Ali fizeram um caminho de açúcar no chão escrito cv e com uma seta subindo a rua gumercindo até a esquina da casa rosa, onde ficam traficantes armados e a mesa com drogas. Circulam livremente inclusive contam dinheiro na mesa do bar da casa rosa. Tudo isso acontece na rua, no asfalto de uma das principais ruas que fazem ligação com a zona sul. Não passam carros de policia, a informação é a de que estão proibidos de passar na barão. 
Tráfico de drogas/Armas;A polícia fez retirada de barricadas da localidade de Santa Luzia no dia 14 e os bandidos fizeram a colocação novamente hoje. E continuam vendendo drogas e oprimindo  os moradores com as barricadas. Acho que deveriam colocar as upps no local também, é os policiais fazerem mais rondas na comunidade da caroba. 
Tráfico de drogas/Armas;Tráfico e uso de drogas na comunidade Vila da Paz no Itanhangá ,barra da tijuca
Tráfico de drogas/Armas;Gostaria de relatar o que está acontecendo na Rua Meira, existe duas bocas de fumo, uma no número 23 e outra em frente no número 36, são locais que foram invadidos, e virou favela, e agora têm comércio de drogas, próximo na Rua Almeida Nogueira tem uma escola pública, e os alunos principalmente os do horário noturno, compram as drogas nestas bocas consomem na esquina das ruas próximo ao colégio, e o dia todo rola venda, e a noite eles colocam música muito alta só funk fazendo apologia as drogas e violência, ninguém tem mais Sossêgo, os moradores estão acuados, a polícia não vai mais lá não sei porquê, nos ajudem! Socorro!
Tráfico de drogas/Armas;Na rua Guimarães natal 16 Copacabana tem 79 apartapentos a vários apartamentos vendendo drogas tem que fazer uma vistoria nesse confominio
Tráfico de drogas/Armas;Faz alguns dias, que um criminoso com o nome ou apelido de JOABES, tem transitado pela localidades de: Campo do Columbia, Canal Farias, Aliados, rua44, rua Londrina e Chile. Segundo comentários de rua o mesmo pode está tentando colocar bocas de fumos na regiÃµes. O mesmo citado acima é chefe do tráfico da rua 7 em Campos Elísios. Observação: na rua 44 faz bifurcação com a rua 45 onde essa rua é sem saída, tem um beco que da acesso ao Canal Farias.
Tráfico de drogas/Armas;Há traficantes vendendo drogas no trailler na rua Moises de Oliveira em Jardim Catarina, para piorar eles colocam o som alto com apologia o crime drogas e ao sexo. Não há como reclamar do barulho, que ipede que possmps inclusie assistir televisão mesmo com a casa toda fechada e ,o aparelho telvisor no ultimo volume.
Tráfico de drogas/Armas;Traficantes vendendo ,consumindo drogas e armados.moradores obrigados a entrar de carro com luz do salão acesa  ou pisca alerta.escondem drogas em um terreno baldio em frente ao lava jato do bizu no canto do muro. O lugar sempre foi calmo agora esses vagabundos para tirar a tranquilidade.no final da Rua 66 eles ficam escondidos em uma casa em construção, são muitos traficantes.pedimos Socorro.
Tráfico de drogas/Armas;Traficantes vendendo ,consumindo drogas e armados.moradores obrigados a entrar de carro com luz do salão acesa  ou pisca alerta.escondem drogas em um terreno baldio em frente ao lava jato do bizu no canto do muro. O lugar sempre foi calmo agora esses vagabundos para tirar a tranquilidade.no final da Rua 66 eles ficam escondidos em uma casa em construção, são muitos traficantes.pedimos Socorro.
Tráfico de drogas/Armas;Homens armados no posto de gasolina confiança ninguém tem paz aqui toda noite baile funk não autorizado socorro autoridades os próprios frentistas trabalha  Com medo
Tráfico de drogas/Armas;BOM DIA UMA VEZ EU ENTRO EM CONTATO PARA DENUNCIAR A CIFAFE DE JAPERI . MORRO DO ORFANATO ESTÁ CHEIA DE TRAFICANTES...O DPO LOCAL SABE E AINDA AJUDA  AOS TRAFICANTES AVISANDO QUANDO OUTRO BATALHãO ESTãO CHEGANDO, E EU ESTOU AQUI FAZENDO ESSA DENÚNCIA.  TRAFICANTES ARMADOS COM FUZIL E.UMA.ARMA PEQUENA, EU NãO SEI O NOME, FICAM A PARTIR DAS 19 HORAS NO Pé DO MORRO TDS ARMADOS...EU PEÇO POR FAVOR DE ATENÇãO AQUELE POVO HUMILDE E SOFRIDO. ATT  .....
Tráfico de drogas/Armas;Na rua 8 casa 924 qd s venda das pedras Itaboraí acontece Tráfico de drogas onde moradores ficam vulneráveis...
Tráfico de drogas/Armas;Bar funciona com trafego de drogas além de perturbação com sons de palavras pesadas e altíssimo som até as madrugadas 
Tráfico de drogas/Armas;ASSALTOS EM SUA ÁREA 
Tráfico de drogas/Armas;Festa,drogas isso que está acontecendo agora Domingo (18) passei de carro na favela morro dos Macacos e avistei uma escuridão na rua Dr Heleno Brandão com a senador nanbuco e vi um homem segurando um Fuzil M4A1 com o Bico alongado 
Tráfico de drogas/Armas;"Alessandro Queiroz, traficante da facção do CV. Está ""puxando"" gás (GLP P13), com a concordÃ¢ncia da companhia Supergasbras. Forçando a revendas, inclusive de outras ""bandeiras"" a comprar no caminhão dele. Pagando 40,00 e revendendo a 55,00. Uma das revendas ""ocupadas"" é da Ultragaz do Galo Branco. Proprietária Dna. Rose e Rafael (filho). Alessandro Queiroz é Dono da Casa de Festas Chácara do Amor. O Facebook dele é aberto "
Tráfico de drogas/Armas;Rian lucas Ferreira estar colocado a vida de sua família em perigo pois ele estar no tráfico 
Tráfico de drogas/Armas;Rian lucas Ferreira estar colocado a vida de sua família em perigo pois ele estar no tráfico 
Tráfico de drogas/Armas;Estava presa em Bangu, saiu pra cumprir hora mas não está cumprindo. O marido (china) dela foi preso em abril por assalto! Ela continua com o movimento do tráfico na própria casa e em algumas casas vizinhas. O Machiche é um amigo dela que repassa a droga em pequenas quantidades, ele mora no beco a esquerda do cemitério aqui mesmo em Juparanã!
Tráfico de drogas/Armas;Traficantes armados 
Tráfico de drogas/Armas;Suspeita de utilizacao e trafego de drogas por moradores de rua que montaram barraca na calcada de rua residencial. A noite pessoas se juntam no local.
Tráfico de drogas/Armas;Boa tarde. Já a algum tempo eu e um grupo de vizinho vimos denunciando alguns acontecimentos desagradáveis.  Já estavamos começando a pensar que este canal de denuncia não funcionasse. Pois já tem algum tempo que fazemos a denúncias e não vemos nada acontecer.  Hoje pela manhã, percebi de casa a presença de homens, onde um deles estaria com distintivo na cintura, mas o carro deles estava descaracterizado. Deu para vê-los verificando todo o quintal, mas a maior parte do material fica dentro do casa. Quase que diariamente se vê caixas com garrafas vazias pelo portao e pelo quintal. Ele usa a vodka komarof, para encher as outras garrafas. Quando os policiais estiveram na casa dele hojepela manhã, o Rafael, que é, o cara que faz as bebidas, na estava. Mas agora a tarde ele chegou, inclusive com muitas garrafas. A visita da polícia não o intimidou. Inclusive houve venda de bebidas hj após a presença da polícia.  O Rafael não reside neste endereço, ele reside na cidade de Deus, ele apenas usa o endereço para as práticas ilegais. Tudo isso com conivência de seus pais. Pelo que vi, os policiais não entraram na residência, que é onde a maior parte do material fica armazenado. Peço por gentileza que verifiquem, não abandonem a denuncia. FreqÃ¼entemente ele vende as bebidas falsificadas por ele lá na porta dele, pessoas armadas frequentam o local, prisrituicao de meninas menores, etc... No próximo dia 24/06 o Rafael dará uma festa. A festa será no endereço da denuncia, ou na casa da frente, casa do Júlio bombeiro. Segundo informações a festa será regada a drogas, bebidas falsificadas, além da presença de alguns bandidos da cidade de Deus e de prostituição de menores. Inclusive bandidos que deveriam estar presos. Esta informação tive ontem. Pq meu filho foi convidado e eu o proibi de colocar os pés neste antro. A droga provavelmente será bancada pelo irmão dele, conhecido como chocolate. Não sei qual foi a avaliação dos policiais, mas peço que não abandonem está denúncias. Vcs precisam acabar com esse tipo de coisa por aqui, por favor. Eu como pai já não me sinto confortável em sentar no portao, nem de deixar meus filhos na rua brincando. Em resumo é isso, venda e falsificação de bebidas, circulação de pessoas armadas, pessoas usando drogas, prostituição de meninas menores, etc. Obs. Segue em anexo a foto da caixa de bebidas que ele dispensou hj após a ida dos policiais. Ele chegou com essas caixas cheias, por conta do peso que o vi carregando e algum tempo depois as colocou vazias no portão. E algumas pessoas já vieram pegar bebida com ele. Por favor, não abandonem está denúncias. Senão coisas seria poderao acontecer por conta da prática deste cara.
Tráfico de drogas/Armas;Traficantes com idade entre 16 e 18 anos na rua Dr Heleno Brandão com a senador nanbuco
Tráfico de drogas/Armas;Cheio de pessoas vendendo e consumindo drogas, ponto de troca de produtos robustos por drogas 
Tráfico de drogas/Armas;Traficantes de Parada de Lucas estão colocando barricadas nas ruas Lyrio Maurício da Fonseca, Itapuva, Itupui e Ministro Pinto da Luz no entroncamento dessas ruas com a Rua Iramaia. Essas duas dão acesso a comunidade de Parada de Lucas.  Essas barricadas estão causando transtorno aos moradores dificultando o tráfego por essas ruas e causando transtornos com serviços públicos e de entrega, além da preocupação com possíveis trocas de tiro mas a presença de carros roubados.
Tráfico de drogas/Armas;Consumo e venda de drogas na vila da paz no Itanhangá 
Tráfico de drogas/Armas;Grupo de traficante se montando em vila rica -Petrópolis  líder Rafael 
Tráfico de drogas/Armas;é crescente a exposição de poder do Tráfico de drogas em sao gonçalo. No Jardim catarina, os moradores sao constantemente coagidos a obedecerem as ordem dos traficantes sob pena de morte. As ruas de esquina com a principal, crsitiano figueira, todas fechadas com barricadas. Não há mais hora para venda e consumo de drogas, que ocorrem em praticamente toda esquina. Sem contar o número de veículos roubados, sem placa que circulam pelo bairro. Além da crescente substituição das pistolas por fuzis e escopetas exibidas diariamente. São frequentes os bailes funk nos fins de semana com consumo de drogas que duram até as manhãs do dia seguinte, regados de bebidas roubadas de caminhÃµes que abastecem os mercados locais.
Tráfico de drogas/Armas;O casal de advogados Helio Inácio Pereira  e Heloise Nunan Hochwart formaram uma rede de distribuição de cocaina na região de Copacabana , na Av AtlÃ¢ntica  onde a noite e de madrugada impera a prostituição de travestis e de garotas de programa . Heloise é loura , gorda e de estatura mediana .Olhos castanhos.Cabelos curtos.
Tráfico de drogas/Armas;Principais traficantes do bairro Caxambu em Petrópolis 
Tráfico de drogas/Armas;Meliantes ostentam armas pesadas e inibem moradores. Uma feira de droga Rua himalaia esquina com a Iporanga, onde descem os ónibus. A rua floresta também.
Tráfico de drogas/Armas;Eu e um grupo de vizinhos estamos muito apreensivos acerca da prática ilegal de  vizinhos que estaria colocando em risco o bem estar de todos os aqui. O vizinho em questão é o Rafael. Ele falsifica bebidas destiladas e também as vende nesse local. A frequência de pessoas exibindo armas de fogo e mal encaradas e grande. Já houveram brigas sérias na porta deles, inclusive com pessoas sacando suas mesmo tendo crianças na rua. Não tenho nada contra a pessoa do Rafael, desde que suas práticas ilicitas não comecem a colocar em risco o meu bem estar. Quando ele não está, pois mora na cidade de Deus, quem atende pela venda das bebidas, e a sua mãe e seu padrasto. Chegou ao meu conhecimento que no último dia 19/06, se não me engano, que policiais estiveram verificando alga coisa nesta casa. Não sabemos o que foi constatado. Mas informo que no mesmo dia, a noite, ele retirou muitas coisas dessa casa. Ontem também. Ele retirou garrafas, pois dava para ouvir o barulho. Segundo informações de vizinhos que moram mais próximos, eles acham que os policiais não encontraram nada porque o flagrante propriamente dito, estaria dentro do residência. Por favor, não abandonem está denuncia. Quero aproveitar e registrar que acontecerá uma festa grande organizada pelo Rafael, no próximo dia 24/06. Friso, no dia 23/04 a tarde. Segundo informações, será uma festa, estilo festa de favela, bebidas falsificadas, drogas, bandidos da cdd, etc. Ou a festa será na casa da mãe dele, oo será na casa do Júlio Peixoto. Que fica em frente, na Rua Caraibuna, 10. Meu filho foi convidado e eu o proibi de comparecer. E segundo ele, ele ouviu que está festa promete, por conta do pessoal da CDD que estará  peso nesta festa. Quem trará a droga será o irmão dele, o Léo Chocolate. Sobre a a falsificação. Ele estar transferindo a fábrica dele aos poucos. Por favor verifiquem. Não cheguem de sola. Investiguem, pois irão achar. é sobre a festa. Será uma festa para vagabundagem. Por favor verifiquem TB. Este é um relato de  cidadão de bem. Por favor verifiquem.
Tráfico de drogas/Armas;Tráfico de drogas ocorre livremente no ponto de moto táxi no condomínio da Merck.
Tráfico de drogas/Armas;Todos os sábados tem um baile dado pela milícia em Nova Iguaçu, km 39 Bairro Todos os Santos. Droga liberado e homens fortemente armados. O local como é calmo virou redutos deles, algumas casas no bairro são feitos de base, e um bar na praça também é administrado por eles. 
Tráfico de drogas/Armas;Tem um carro roubado,placa LUB 4127 um gol branco é  Dust preto, está com o gerente do Tráfico de drogas do local.
Tráfico de drogas/Armas;Tem um carro roubado,placa LUB 4127 um gol branco é  Dust preto, está com o gerente do Tráfico de drogas do local.  Bruno Lima o meliante já teve passagem na polícia
Tráfico de drogas/Armas;"Hoje presenciei operação da polícia civil, com apoio da CORE na rua Nabuco de Freitas, acesso ao morro do pinto, não sei se houve êxito, mas posso lhes garantir que presenciei traficantes armados com fuzis se refugiando no prédio que fica na mesma rua, é um prédio novo que foi construído pela prefeitura e ""tomado"" pelos marginais, o número não sei bem, mas é entre os números 119 e 127 pelo que pude apurar é que é local frequente de fuga e esconderijos dos traficantes locais, espero ter ajudado, pois era um local pacífico e foi tomado pela bandidagem"
Tráfico de drogas/Armas;Vários traficantes armados com fuzis e pistolas 
Tráfico de drogas/Armas;Muita barrica aqui
